1,0.25994310,0.000001
2,0.23579766,0.000001
3,0.22336964,0.000001
4,0.22674102,0.000001
5,0.21291071,0.000001
6,0.20734767,0.000001
7,0.18002666,0.000001
8,0.20629312,0.000001
9,0.22217747,0.000001
10,0.22821747,0.000001
11,0.19323635,0.000001
12,0.20507290,0.000001
13,0.18884633,0.000001
14,0.16388252,0.000001
15,0.18700745,0.000001
16,0.18969528,0.000001
17,0.18552018,0.000001
18,0.18345795,0.000001
19,0.15349108,0.000001
20,0.19725017,0.000001
21,0.18455262,0.000001
22,0.19030210,0.000001
23,0.19622732,0.000001
24,0.20485183,0.000001
25,0.16597192,0.000001
26,0.19716069,0.000001
27,0.17990680,0.000001
28,0.17988014,0.000001
29,0.16033579,0.000001
30,0.2009,0.000010
31,0.1818,0.000010
32,0.1697,0.000010
33,0.1580,0.000010
34,0.1346,0.000010
35,0.1431,0.000010
36,0.1199,0.000010
37,0.1093,0.000010
38,0.0926,0.000010
39,0.0814,0.000010
40,0.0548,0.000010
41,0.0506,0.000010
42,0.0448,0.000010
43,0.0422,0.000010
44,0.0387,0.000010
45,0.0347,0.000010
46,0.0360,0.000010
47,0.0341,0.000010
48,0.0306,0.000010
49,0.0301,0.000010
50,0.0300,0.000010
51,0.0354,0.000010
52,0.0316,0.000010
53,0.0304,0.000010
54,0.0296,0.000010
55,0.0270,0.000010
56,0.0259,0.000010
57,0.0284,0.000010
58,0.0277,0.000010
59,0.0279,0.000010
60,0.0260,0.000010
61,0.0250,0.000010
62,0.0248,0.000010
63,0.0265,0.000010
64,0.0266,0.000010
65,0.0256,0.000010
66,0.0285,0.000010
67,0.0238,0.000010
68,0.0230,0.000010
69,0.0253,0.000010
70,0.0256,0.000010
71,0.0287,0.000010
72,0.0274,0.000010
73,0.0249,0.000010
74,0.0239,0.000010
75,0.0277,0.000005
76,0.0231,0.000005
77,0.0243,0.000005
78,0.0256,0.000005
